id,reviewId,creationDate,criticName,isTopCritic,publicatioName,reviewUrl,reviewText
rogue_one_a_star_wars_story,102723687,2022-08-24,Keith Garlington,False,Keith & the Movies,https://keithandthemovies.com/2016/12/18/review-rogue-one-a-star-wars-story/,&#8220;Rogue One&#8221; looks amazing&#44; the effects are stunning&#44; the action is energetic&#44; the nostalgia is delightful&#44; there&#8217;s the right amount of humor&#44; and it tells a good story&#46;
ant_man_and_the_wasp_quantumania,102780218,2023-02-16,Perri Nemiroff,True,Perri Nemiroff (YouTube),https://youtu.be/JC-rCoNFNf4,I will never unsee MODOK&#46;
the_lighthouse_2019,2665664,2020-01-31,Jamie East,False,The Sun (UK),https://www.thesun.co.uk/tvandshowbiz/10859846/rob-pattinson-is-fantastic-opposite-willem-dafoe-in-the-lighthouse/,"Surreal, confusing, funny and shocking, it does not entirely succeed. But there is more than enough here to merit a visit."
ant_man_and_the_wasp_quantumania,102781269,2023-02-19,Stephen Silver,False,Splice Today,https://www.splicetoday.com/moving-pictures/ant-man-3-is-a-new-low-for-marvel,A dire and crummy movie&#44; one of the worst ever produced by Marvel&#46;
mission_impossible_fallout,2527851,2018-11-03,Chris Feil,False,The Film Experience,http://thefilmexperience.net/blog/2018/7/26/review-mission-impossible-fallout.html,Ethan Hunt has finally begun to escape being defined solely by the aura of the star that plays him.
snow_white_and_the_huntsman,2087233,2012-05-31,Rene Rodriguez,True,Miami Herald,,"When Snow rides into battle wielding a sword, you want to tell her to put that thing down before she pokes her eye out."
batman_v_superman_dawn_of_justice,2316759,2016-03-25,Jonathan W. Hickman,False,The Newnan Times-Herald,http://times-herald.com/news/2016/03/batman-v-superman-dawn-of-justice-is-a-bonkers-mess,"How do you solve the problem of Superman? It's a hurdle that not even the producers of ""Batman v Superman"" can leap in a single bound."
taken_3,2241409,2015-01-08,Liam Maguren,False,"Flicks (AU, NZ, UK)",http://www.flicks.co.nz/blog/reviews/review-taken-3/,It's how I'd imagine an over-caffeinated Tony Scott would shoot a Transformer-less Transformers film.
ant_man_and_the_wasp_quantumania,102781076,2023-02-18,Ruth Maramis,False,FlixChatter Film Blog,https://flixchatter.net/2023/02/17/ant-man-and-the-wasp-quantumania-2022-review/,Despite strong performances from the cast&#44; &apos;Quantumania&apos; is dull and exhausting to sit through&#46; Marvel&#8217;s glory days might be behind us and I&#8217;m really not looking forward to the rest of Phase Five&#46;
ant_man_and_the_wasp_quantumania,102780299,2023-02-16,Katie Smith-Wong,False,Flick Feast,https://www.flickfeast.co.uk/reviews/film-reviews/ant-man-wasp-quantumania/,After the mixed reviews of the last few Marvel films&#44; Ant-Man and the Wasp&#58; Quantumania looks set to continue the trend with the cast&#44; especially Majors&#44; stopping this from being a complete bore&#46;
knives_out,2623234,2019-09-08,Charles Bramesco,True,The Playlist,https://theplaylist.net/knives-out-rian-johnson-tiff-review-20190908/,"There's so much to love about Rian Johnson's triumph, both as gratuitously enjoyable entertainment and the first film to take on the significance of a President Trump without lapsing into corny preachiness."
nope,102711075,2022-07-21,Michael Phillips,True,Chicago Tribune,https://www.chicagotribune.com/entertainment/movies/michael-phillips/sc-ent-nope-jordan-peele-ufo-review-20220720-2v4zzkyprba65ds3xti6yyrhbq-story.html,"The best of its otherworldly images, sounds and shudders stick in the craw the morning after. I’ve already seen too many films this year that can’t make the same claim."
halloween_2018,2519977,2018-10-18,Brian Lowry,True,CNN.com,https://www.cnn.com/2018/10/18/entertainment/halloween-review/index.html,"While drawing a straight line back to John Carpenter's original might be a neat trick, except perhaps for those who are a lot more invested in the franchise than this critic admittedly is, it's not much of a treat."
once_upon_a_time_in_hollywood,2615434,2019-08-14,Andiee Paviour,False,Nobody's Reading This But Me,https://www.nobodysreadingthisbutme.com/2019/08/14/once-upon-a-time-in-hollywood/,The story-line of writer-director Quentin Tarantino's ninth feature is one long high.
the_lion_king_2019,2610015,2019-07-30,Sr. Rose Pacatte,False,National Catholic Reporter,https://www.ncronline.org/news/media/lion-king-returns-stunning-visual-realism,"Leave comparisons at home and enjoy 2019's ""The Lion King"" for what it is: a work of art."
prairie_home_companion,1512654,2006-06-08,Michael Phillips,True,Chicago Tribune,,"Altman's sidewinding tribute to a surprisingly hardy 32-year-old public radio phenomenon is like a 105-minute putter in the garden, with a few songs and some jokes. It's nice."
prairie_home_companion,1514779,2006-06-23,Robin Clifford,False,Reeling Reviews,http://www.reelingreviews.com/aprairiehomecompanion.htm,This is the kind of entertainment that will get the over-50 crowd out of their Lazy Boys and into the theater
captain_marvel,2564000,2019-03-05,Mike Ryan,False,Uproxx,https://uproxx.com/hitfix/captain-marvel-review-brie-larson/,Captain Marvel is a lot weirder and more cosmic than you're probably expecting.
joker_2019,2635082,2019-10-11,Jason McKiernan,False,Film Racket,https://filmracket.com/joker/movie-review,"Joker is a dread carnival, a relentlessly bleak tome of psychopathic origins that understands neither psychopathy nor origin stories."
ant_man_and_the_wasp,2487166,2018-06-27,Kyle Anderson,False,Nerdist,https://nerdist.com/ant-man-and-the-wasp-review/,"Inconsequential, but damn, is it fun."
ant_man_and_the_wasp_quantumania,102779889,2023-02-15,James Mottram,False,South China Morning Post,https://www.scmp.com/lifestyle/entertainment/article/3210214/ant-man-and-wasp-quantumania-movie-review-marvels-trippy-adventure-film-sets-kang-conqueror-mcus,This new Ant-Man outing truly lives up to its title&#46; The manic multi-coloured world makes it feel like you&#8217;ve just stepped in the Star Wars cantina&#44; while weird and wonderful creatures fill the screen&#46;
elvis,102693708,2022-05-26,Rafael Motamayor,False,Slashfilm,https://www.slashfilm.com/875608/elvis-review-an-electric-excessive-musical-biopic-that-feels-like-a-comic-book-movie-cannes/,Elvis is the Baz Luhrmanniest film Baz Luhrmann has made yet&#46;
wonder_woman_1984,2753843,2020-12-26,Rubén Rosario,False,MiamiArtZine,https://www.miamiartzine.com/Features.php?op=Article_Christmas+Movie+Haul+Features+Year+End+Heavyweights+Festival+Hits,"[D]espite the plot's shopworn elements, there's a warm, nurturing vibe driving ""Wonder Woman 1984."""
a_star_is_born_2018,2516482,2018-10-09,Ken Eisner,False,Georgia Straight,https://www.straight.com/movies/1147776/lady-gaga-and-bradley-cooper-mostly-nail-star-born,"This update is less anguished, has better songs and, even at 135 minutes, is actually shorter than the last two."
nope,102720394,2022-08-18,Mikel Zorrilla,False,Espinof,https://www.espinof.com/criticas/nop-pelicula-ciencia-ficcion-terrorifica-ano-ambiciosa-propuesta-jordan-peele-que-retuerce-sentido-espectaculo,Nope plays with various elements and we have to connect them in order to have a truly fascinating experience. [Full review in Spanish]
toy_story_4,2596788,2019-06-13,Perri Nemiroff,True,Collider Video,https://www.youtube.com/watch?v=rZirji6l7DE,"Toy Story 4 is exceptional on so many levels. Non-stop laughs, jaw-dropping animation, and an especially touching chapter of Woody's journey. If you want to walk out of a movie feeling hopeful about the endless possibilities out there, this one's a must."
ant_man_and_the_wasp_quantumania,102780632,2023-02-17,Rob Dean,False,Bullz-Eye.com,http://www.bullz-eye.com/2023/02/16/movie-review-ant-man-and-the-wasp-quantumania/,The third Ant-Man installment certainly has some winning elements &#46;&#46;&#46; but it feels like it&#8217;s doing too much while trying to tackle something far too big&#46;
taken_3,2241672,2015-01-09,Randy Cordova,True,Arizona Republic,http://www.azcentral.com/story/entertainment/movies/2015/01/09/review-taken-lacks-particular-set-skills/21500673/,All kinds of problems are forgivable in a movie like this if the finished product is exciting. That doesn't happen here.
the_favourite_2018,2505640,2018-08-30,Stephanie Zacharek,True,TIME Magazine,http://time.com/5466482/the-favourite-mary-queen-of-scots/,A fantastic little cupcake of a movie laced with thistle frosting.
ant_man_and_the_wasp_quantumania,102780376,2023-02-16,Mario Alegre,False,Próxima Tanda,https://proximatanda.com/cine/ant-man-and-the-wasp-quantumania-entretenimiento-tamano-hormiga/,&quot;Quantumania&quot; is&#44; essentially&#44; a two hour post-credits scene that left me totally uninterested in &quot;Kang&quot;&#44; his conquering&#44; and whatever his legacy is or will be&#46; &#91;Full Review in Spanish&#93;
ant_man_and_the_wasp_quantumania,102781215,2023-02-19,Wendy Ide,True,Observer (UK),https://www.theguardian.com/film/2023/feb/19/ant-man-and-the-wasp-quantumania-review-incoherent-special-effects-dump-jonathan-majors,"The film’s main asset is Jonathan Majors as Kang the Conqueror: his performance, with its velvet-soft line deliveries and unfathomable, boundless rage, is the magnetic core of this incoherent effects-dump of a movie."
first_man,2518375,2018-10-12,Sara Michelle Fetters,True,MovieFreak.com,http://moviefreak.com/first-man-2018-movie-review/#.W8Dy6thKhBw,From start to finish the moon landing segment is arguably the most sensational bit of filmmaking I've had the pleasure of witnessing in all of 2018.
little_women_2019,2649065,2019-11-26,Molly Freeman,False,Screen Rant,https://screenrant.com/little-women-2019-movie-reviews/,Greta Gerwig's Little Women weaves a stunningly heartfelt and achingly honest coming of age story with excellent performances from its entire cast.
doctor_strange_in_the_multiverse_of_madness,102687626,2022-05-07,Anupama Chopra,True,Film Companion,https://www.filmcompanion.in/reviews/hollywood-review/doctor-strange-in-the-multiverse-of-madness-review-marvel-benedict-cumberbatch-is-twisty-and-visually-imaginative-but-underwhelming/,Doctor Strange In The Multiverse of Madness is visually imaginative but underwhelming&#46;
avatar_the_way_of_water,102762411,2022-12-19,Keith Garlington,False,Keith & the Movies,https://keithandthemovies.com/2022/12/19/review-avatar-the-way-of-water-2022/,The story may stumble in a few spots&#44; but it&#8217;s still an exciting step up from the first movie&#46; And as an experience&#44; visiting Pandora has never felt so exciting and full of life&#46;
captain_marvel,2814371,2021-08-17,Kip Mooney,False,College Movie Review,https://collegemoviereview.com/reviews/captain-marvel/,This feels like a very by-committee MCU entry. At least they actually shoot in daylight at some honest-to-god recognizable locations in this one.
taken_3,2241620,2015-01-09,Bruce Kirkland,False,Jam! Movies,http://jam.canoe.ca/Movies/Reviews/T/Taken_3/2015/01/09/22172436.html?cid=rssentertainment,"With his quirks and thoughtful manner, Whitaker seems to be in a different movie. Neeson knows better, just going through the motions and spouting the idiotic dialogue that Besson and Kamen cooked up in English and Russian."
ant_man_and_the_wasp_quantumania,102780888,2023-02-17,Paul Whitington,False,Irish Independent,https://www.independent.ie/entertainment/movies/movie-reviews/ant-man-and-the-wasp-quantumania-movie-review-a-list-cast-and-kooky-jokes-save-the-day-in-this-cgi-infested-marvel-adventure-42346053.html,"This film is impossible to take seriously, but never makes the mistake of doing so itself, and as a consequence is perfectly watchable."
guardians_of_the_galaxy_vol_2,2390372,2017-04-24,Stefan Pape,False,HeyUGuys,http://www.heyuguys.com/guardians-of-the-galaxy-vol-2-review/,"It's a true masterclass in storytelling, and Gunn's screenplay is tantamount to this, particularly impressive in how we understand and care for this myriad of characters - not always an easy task where ensemble features of this nature are concerned."
roma_2018,2561211,2019-02-24,Jim Schembri,False,3AW,http://tinyurl.com/y3poae4h,Cuaron's love of long takes - demonstrated so masterfully in Children of Men & Gravity - allows you to soak in all the subtly placed detail about the lives of these people...his understated use of the camera engineers some great cinematic moments.
parasite_2019,2666928,2020-02-05,Rafer Guzman,True,Newsday,https://www.newsday.com/entertainment/movies/parasite-review-1.41420562,An imaginative comedy-thriller with darkness at its core.
captain_marvel,2595844,2019-06-10,Jeff Mitchell,False,Art House Film Wire,http://www.arthousefilmwire.com/reviews/captain-marvel-is-a-fun-milestone-marvel-film-that-you-wont-easily-forget/,"Our comic book heroine has to remember her past, and you won't easily forget this fun, milestone movie."
ant_man_and_the_wasp_quantumania,102780270,2023-02-16,Casey Chong,False,Fiction Horizon,https://fictionhorizon.com/ant-man-and-the-wasp-quantumania-review/,&#91;Peyton Reed&#93; does an adequate job mixing the wacky silliness of &#91;Jeff&#93; Loveness&#8217; script with a surprisingly hefty amount of a dark and serious tone this time around&#46;
kong_skull_island,2450987,2018-01-19,Steph Cozza,False,Aggressive Comix,https://youtu.be/PKkuS5hRrJY,Sam Jackson and John C Riley definitely stole the show.
blackkklansman,2477902,2018-05-15,David Ehrlich,True,indieWire,http://www.indiewire.com/2018/05/blackkklansman-review-spike-lee-cannes-2018-1201964558/,It was history written with lightning. BlaKkKlansman is a deafening roll of the thunder we've been waiting for ever since.
the_batman,102689778,2022-05-16,Mary Beth McAndrews,False,Dread Central,https://www.dreadcentral.com/reviews/425030/the-batman-review-the-emo-knight-rises/,&#8216;The Batman&#8217; is a little long&#44; but it&#8217;s an overall surprisingly fun and creepy comic book film that never takes itself too seriously&#46; And Robert Pattinson makes one good emo Batman&#46;
kong_skull_island,2525254,2018-10-31,Jennifer Heaton,False,Alternative Lens,https://altfilmlens.wordpress.com/2017/03/09/kong-skull-island-review/,"It's a marked improvement over Godzilla by simply not taking itself as seriously, focusing instead on what a giant monster movie should be: entertaining."
dunkirk_2017,2406214,2017-07-23,Matt Neal,False,ABC Radio (Australia),http://movies8mylife.blogspot.com.au/2017/07/dunkirk.html,Nolan has given us the cinematic equivalent of the British stiff upper lip.
spider_man_far_from_home,2643325,2019-11-07,Katie Smith-Wong,False,Flick Feast,https://www.flickfeast.co.uk/reviews/film-reviews/spider-man-far-from-home-2019-film-review/,"After Endgame, Spider-Man: Far from Home didn't need to be amazing - it needed to reassure audiences that there is still life in the MCU. Thanks to Holland's performance, it looks like Spider-Man is here to stay....at least for a while."
solo_a_star_wars_story,2478067,2018-05-15,Scott Mendelson,False,Forbes,https://www.forbes.com/sites/scottmendelson/2018/05/15/solo-review-a-star-wars-story-that-plays-like-an-indiana-jones-movie/#68fbd9287987,"For better or worse, this is the first STAR WARS movie that doesn't feel or play like an event."
ant_man_and_the_wasp_quantumania,102781297,2023-02-20,Gabi Zietsman,False,Channel24 (South Africa),https://www.news24.com/life/arts-and-entertainment/film/reviews/review-despite-paul-rudds-puppy-dog-charm-ant-man-and-the-wasp-quantumania-is-an-epic-fail-for-marvel-20230217,On the whole&#44; Quantamania lacked heart because the actors didn&apos;t really have anything to work with&#44; and it felt like Disney&#47;Marvel didn&apos;t really care about the film at all&#46;
la_la_land,2484541,2018-06-14,Rich Juzwiak,False,The Muse/Jezebel,https://themuse.jezebel.com/the-case-against-la-la-land-1789527363#_ga=2.233071323.452340543.1528738359-2921158.1462822802,"The whole thing felt like such a waste of time. I squinted at the screen, trying in vain to find a point."
avatar_the_way_of_water,102760710,2022-12-13,Steph Cozza,False,Cinema Vixens,https://cinemavixens.com/blogs/blog/avatar-the-way-of-water-review,The Na&#8217;vi aren&#8217;t just &#8220;fighting the good fight&#8221; this time around&#46; Avatar&#58; The Way of Water is about perseverance&#44; loyalty&#44; and the lengths they go to keep their family safe&#46; 
the_front_runner_2018,2506743,2018-09-07,Sasha Stone,True,TheWrap,https://www.thewrap.com/the-front-runner-film-review/,"It doesn't tell us how we should feel or pretend to know all the answers. For some, that might be frustrating, but ""The Front Runner"" delivers more than enough provocative material to make it a wild, occasionally hopeful, often depressing ride."
2012,1860566,2009-12-15,Karina Montgomery,False,Cinerina,http://www.cinerina.com/reviews/2012-2/,"My enthusiasm for 2012 is not because I think it's high art with an important social message. Screw that %u2013 this movie is about pure spectacle, and it pulls that off fabulously."
la_la_land,2349549,2016-09-09,Kaleem Aftab,True,Glamour (UK),https://www.glamourmagazine.co.uk/gallery/la-la-land-review-emma-stone-ryan-gosling,Arguably one of the best romantic films made since cult favorite Amélie.
once_upon_a_time_in_hollywood,2628233,2019-09-20,Brian Gill,False,Mad About Movies Podcast,http://madaboutmoviespodcast.com/episodes/2019/7/30/once-upon-a-time-in-hollywood,"Easily the most accessible Tarantino movie yet, Hollywood serves as a greatest hits album for the filmmaker and DiCaprio-Pitt pairing shines throughout."
arrival_2016,2351472,2016-09-17,Jake Cole,True,Slant Magazine,http://www.slantmagazine.com/house/article/toronto-international-film-festival-2016-denis-villeneuves-arrival,"With Arrival, Denis Villeneuve communicates the wonder of a Steven Spielberg alien movie within a decidedly hard sci-fi milieu."
batman_v_superman_dawn_of_justice,2410375,2017-08-14,Brooke Corso,False,"The Monitor (McAllen, TX)",http://www.themonitor.com/entertainment/article_24d7a832-f821-11e5-9c60-1713b3fed5ec.html,"At two-and-a-half hours, the film features Wayne and Kent mostly glowering at each other at swanky high-rise parties as the rabble teems below."
justice_league_2017,2439019,2017-11-28,Kim Newman,True,Sight & Sound,http://www.bfi.org.uk/news-opinion/sight-sound-magazine/reviews-recommendations/justice-league-warner-dc-zac-snyder-good-superheroes-go-bad,"It's an even messier saga than Dawn of Justice, with a tiresome and whiskery macguffin in which three magic boxes must be brought together for evil, then prised apart for good."
mad_max_fury_road,2262052,2015-05-14,Pablo O. Scholz,False,Clarín,http://www.clarin.com/extrashow/cine/Mad_Max-_Furia_en_el_camino-Critica_de_cine-Scholz-George_Miller-Tom_Hardy-Charlize_Theron-Mad_Max-_Fury_Road_0_1356464781.html,"Two movies rolled into one: one is an action packed and high octane film, and another with a sociological and even a spiritual background. [full review in Spanish]"
ant_man_and_the_wasp_quantumania,102780910,2023-02-17,Stephen Romei,True,The Australian,https://www.theaustralian.com.au/arts/review/antman-an-accidental-spoof/news-story/6de454c1e1ab5ebb4b2b7f82a3943bbf,"Some of the Marvel (and DC) franchises do feel a bit past their use-by date. “It’s never over,” Kang says at one point. He speaks the truth, for better or worse."
logan_2017,2383778,2017-03-14,John Beifuss,False,"Commercial Appeal (Memphis, TN)",http://www.commercialappeal.com/story/entertainment/movies/reviews/2017/03/13/beifuss-logan---review/99116114/,"The movie is exhilaratingly vicious (those claws are made to order for R-rated bloodshed) but also elegiac, thanks to Stewart's gravitas, Jackman's weary charisma and the quixotic-quest storyline..."
ant_man_and_the_wasp_quantumania,102780956,2023-02-17,Scott Davis,False,HeyUGuys,https://www.heyuguys.com/ant-man-and-the-wasp-quantumania-review/,The latest phase of the MCU begins in the microscopic world of the Quantum Realm - but is Marvel in danger of burnout just as Kang arrives&#63;
taken_3,2241566,2015-01-09,Willie Waffle,False,WaffleMovies.com,http://dcw50.com/2015/01/09/taken-3-whats-left-to-take-review/,Liam Neeson doesn't have anything left to be taken.
wonder_woman_2017,2396740,2017-05-29,Joshua Yehl,False,IGN Movies,http://www.ign.com/articles/2017/05/30/wonder-woman-review,Wonder Woman is leaps and bounds above the other three entries in the DCEU.
avengers_endgame,2581308,2019-04-27,Ian Thomas Malone,False,ianthomasmalone.com,https://ianthomasmalone.com/2019/04/avengers-endgame-sends-the-first-era-of-the-mcu-out-with-a-bang/,Avengers: Endgame is a spectacular conclusion to the Marvel Cinematic Universe's first era.
everything_everywhere_all_at_once,102672691,2022-03-25,Martin Tsai,False,New York Sun,https://www.nysun.com/article/this-films-title-gives-a-sense-of-what-its-trying-to-capture,"The film has everything we love about chopsocky, the Stephen Chow-brand of mo lei tau comedy, and Wong Kar-wai's doomed romances."
captain_marvel,2590566,2019-05-26,Richard Bonaduce,False,Salt Lake Magazine,https://www.saltlakemagazine.com/captain-marvel-2019/,Thanos on notice!
avatar_the_way_of_water,102760622,2022-12-13,Justin Chang,True,Los Angeles Times,https://www.latimes.com/entertainment-arts/movies/story/2022-12-13/review-avatar-way-of-water-james-cameron,"Cameron pulls you down so deep, and sets you so gently adrift, that at times you don’t feel like you’re watching a movie so much as floating in one."
star_wars_the_rise_of_skywalker,2656622,2019-12-27,Roxana Hadadi,True,Chesapeake Family Magazine,https://chesapeakefamily.com/fun/movies/9778-family-movie-review-star-wars-ix-the-rise-of-skywalker-pg-13,"A sizable amount of the narrative of The Rise of Skywalker is spent specifically undoing what happened in The Last Jedi, and the result is a film that lacks forward momentum."
joker_2019,2651008,2019-12-04,Steven Redgrave,False,Pop Culture Leftovers,http://www.popcultureleftovers.com/joker-review-steven-redgrave/,Joker is an uncomfortable film that focuses on the beautiful cinematography and subtle dialogue to reflect on symbolic meanings and deeper thought of an individual's sanity.
captain_marvel,2567282,2019-03-14,Margrira,False,New York Amsterdam News,http://amsterdamnews.com/news/2019/mar/14/captain-marvel-brings-us-powerful-and-beautiful-ve/,"This prequel has a sturdy gaze, forward."
birds_of_prey_2020,2666817,2020-02-05,Helen O'Hara,True,Time Out,https://www.timeout.com/london/film/birds-of-prey,"Cathy Yan lets her heroine's mania guide her through a story that's scrappy, weird and ultimately fun as hell."
once_upon_a_time_in_hollywood,2588680,2019-05-21,Alonso Díaz de la Vega,False,Cine Premiere,https://www.cinepremiere.com.mx/once-upon-a-time-in-hollywood-critica.html,"Tarantino may not have made a masterpiece, but his latest is more intimate and a sort of testament. [Full Review in Spanish]"
taken_3,2241797,2015-01-09,Rafer Guzman,True,Newsday,http://www.newsday.com/entertainment/movies/taken-3-review-franchise-end-on-a-dispiriting-note-1.9790989,"Neeson's late-life rebirth as an action star may be drawing to a close with this limping, wheezing entry in the ""Taken"" franchise."
widows_2018,2508690,2018-09-10,Danielle Solzman,False,Solzy at the Movies,http://www.solzyatthemovies.com/2018/09/09/tiff-2018-widows/,"With sociopolitical issues at the core of this thriller, Widowsis able to tackle many themes while planning a heist on top."
taken_3,2240508,2015-01-05,Tom Huddleston,True,Time Out,http://www.timeout.com/london/film/taken-3,"'Taken 3' scores over its predecessor on almost every level: the stakes are higher, the LA locations are nicely photographed and, best of all, there's an actual plot, with twists and everything."
ant_man_and_the_wasp_quantumania,102780668,2023-02-17,Nicola Austin,False,We Have a Hulk,https://wehaveahulk.co.uk/ant-man-and-the-wasp-quantumania-review/,Excellent performances from Majors&#44; Pfeiffer and Rudd aside&#44; this third instalment certainly feels destined to be in service of the larger cogs of the MCU rather than a worthy story in its own right&#46;
top_gun_maverick,102693906,2022-05-26,Harry Guerin,False,RTÉ (Ireland),https://www.rte.ie/entertainment/movie-reviews/2022/0524/1300811-top-gun-maverick-cruise-hits-60-looks-30-thinks-20/,"Arguably, the greatest achievement of the summer's biggest blockbuster is not the stunning action sequences, but the fact that Tom Cruise's star is brighter on landing than it was before take-off."
deadpool_2,2477825,2018-05-15,Michael O'Sullivan,True,Washington Post,https://www.washingtonpost.com/goingoutguide/movies/deadpool-2-is-painfully-self-referential-and-thats-why-its-absolutely-perfect/2018/05/14/64ca087c-53f5-11e8-9c91-7dab596e8252_story.html?utm_term=.f0ddd5eed449,"It is a fairly brilliant sendup of comic-book action movies, as well as also being an excellent example of one."
doctor_strange_in_the_multiverse_of_madness,102686401,2022-05-03,Matt Donato,False,What To Watch,https://www.whattowatch.com/reviews/doctor-strange-in-the-multiverse-of-madness-review-sam-raimi-brings-horror-to-marvel,"Sam Raimi makes the most Sam Raimi movie Marvel would allow, which works to liven otherwise heavy exposition in a more formulaic script focused on connecting multiverse dots."
taken_3,2241522,2015-01-08,Matt Singer,True,ScreenCrush,http://screencrush.com/taken-3-review/,Listen to me very carefully: Your money is about to be taken.
spider_man_into_the_spider_verse,2540420,2018-12-13,Sean P. Means,False,The Movie Cricket,https://moviecricket.net/blog/2018/12/13/spider-man-into-the-spider-verse,"It's a smart and timely reminder that every superhero's story has to start somewhere, and Miles Morales' fascinating story begins here."
dune_2021,102756329,2022-11-28,Vadim Rizov,False,Filmmaker Magazine,https://filmmakermagazine.com/112166-venice-film-festival-critics-notebook-2021-dune-and-the-card-counter-an-oscar-isaac-double-feature/#.Y4UUa-zMJ6E,"Five years later, the most cogent thought I emerged from Dune with was, ""Hans Zimmer must be stopped."""
avengers_endgame,2608542,2019-07-25,Oscar Goff,False,Boston Hassle,https://bostonhassle.com/review-avengers-endgame-2019-dir-anthony-joe-russo/,"Avengers: Endgame is almost certainly better than you expect, and far more satisfying and entertaining than its predecessor."
thor_love_and_thunder,102706879,2022-07-07,Kshitij Rawat,False,Wion,https://www.wionews.com/entertainment/hollywood/news-thor-love-and-thunder-review-chris-hemsworths-mcu-film-proves-marvel-formula-has-lost-its-charm-495191,There was no way Taika Waititi was going to meet sky-high expectations he set with 2017&apos;s &apos;Thor&#58; Ragnarok&apos;&#46; And he does fall way&#44; way short with &apos;Thor&#58; Love and Thunder&apos;&#46; But the film is not just disappointing&#44; it is also a complete mess&#46; 
taken_3,2241729,2015-01-09,Roy Ivy,False,Consequence,http://consequenceofsound.net/2015/01/film-review-taken-3/,"Neither 3xcr3able nor 3citing, Tak3n is cold steakums for action fans that want fresh meat."
suicide_squad_2016,2528316,2018-11-04,Bob Chipman,False,Geek,https://www.geek.com/tech/moviebob-reviews-suicide-squad-1664807/,"[Feels] all at once like an irritating wallow in the paint-huffing waste-of-skin teenage version of anarchic excess and the infuriatingly fake, phony, mass-market corporate co-opting of the paint-huffing waste-of-skin teenage version of anarchic excess."
birds_of_prey_2020,2672152,2020-02-25,Brian Gill,False,Mad About Movies Podcast,http://madaboutmoviespodcast.com/episodes/2020/2/11/birds-of-prey,"An extremely rough, clunky script hinders what should have been a much better movie, though the movie is fun enough to overcome some of the needless hurdles."
2012,1855515,2009-11-14,David Nusair,False,Reel Film Reviews,http://reelfilm.com/emmerich.htm#2012,...2012's relentless emphasis on destruction ensures that most viewers will inevitably walk away satisfied.
ant_man_and_the_wasp_quantumania,102780845,2023-02-17,Luis Angel H. Mora,False,Cine Premiere,https://www.cinepremiere.com.mx/ant-man-and-the-wasp-quantumania-critica-pelicula.html,"Quantumania triumphs in its presentation of the new villain of the saga. Not only is Kang's character menacing, but his motivations and characteristics are resolved with grace.  [Full review in Spanish] "
once_upon_a_time_in_hollywood,2588637,2019-05-21,Charles Bramesco,True,Birth.Movies.Death.,https://birthmoviesdeath.com/2019/05/21/once-upon-a-time-in-hollywood-review-tarantino-leaves-tinseltown-burning-in,"This is the clear handiwork of an auteur aware that he's in his career's later phase, with an elegiac streak looking back in lamentation and fury. He leaves only scorched earth and the smell of propane behind him."
blackkklansman,2496568,2018-08-10,Jeremy Jahns,False,JeremyJahns.com,https://www.youtube.com/watch?v=jDARZDbp0UQ,"The movie's not perfect, but it sticks the landing of its message. It was engaging - thrilling at times - and I personally thought it was a great time."
avatar_the_way_of_water,102761149,2022-12-14,EJ Moreno,False,Flickering Myth,https://youtu.be/PiL6TmfxRmM,The film version of that beautiful person with no personality&#58; Avatar 2 tries to say and do a lot but comes off as a striking shell for a lackluster core&#46;
ant_man_and_the_wasp_quantumania,102779501,2023-02-14,Eric Eisenberg,False,CinemaBlend,https://www.cinemablend.com/movies/ant-man-and-the-wasp-quantumania-review,&#91;A&#93; blockbuster that&#8217;s never compelling for more than five minutes at a time and has nothing original or special to contribute to the superhero genre&#46;
captain_marvel,2565431,2019-03-08,Melissa Leon,False,The Daily Beast,https://www.thedailybeast.com/captain-marvel-starring-brie-larson-is-not-a-game-changer-for-marvel-but-has-plenty-of-promise?ref=scroll,"Its adherence to the tried-and-true conventions of a Phase One Marvel origin story, 10 years into an increasingly complex cinematic universe, might leave you neither overjoyed nor underwhelmed, but satisfied and wondering what's for dinner."
aquaman_2018,2558046,2019-02-12,Paula Fleri-Soler,False,Times of Malta,https://www.timesofmalta.com/articles/view/20181216/arts-entertainment/the-only-depth-is-the-ocean.696876,"It's a straightforward and pretty undemanding plot, stretched unnecessarily over two hours and 23 minutes, and the only depth the film has is the ocean."
1193230-state_of_play,1813240,2009-04-17,Eugene Novikov,False,Film Blather,http://filmblather.com/review.php?n=stateofplay,"Foremost an intelligent, adult genre film -- the thriller antidote to Fast & Furious. It traffics in brainy old-school suspense, courtesy of a twisty plot that holds up under scrutiny."
nope,102710644,2022-07-20,Stephanie Zacharek,True,TIME Magazine,https://time.com/6198949/nope-review-jordan-peele/,"Nope, enjoyable as a spectacle but conceptually barely thought through, is all over the place. Peele can’t take just one or two interesting ideas and follow their trail of complexity. "
dunkirk_2017,2405224,2017-07-17,Harvey S. Karten,False,Shockya.com,http://www.shockya.com/news/2017/07/18/dunkirk-movie-review/,"The story of a miracle should have been thrilling; but given the non-linear approach, ""Dunkirk"" lacks the kind of center that would prompt the audience to stand up and cheer."
