ImagePath,Species,City,StationID
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-25-16.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/6th-deployment/2021-08-14-12-53-54.jpg,MONKEY,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/15th-deployment/2021-10-22-15-02-54.jpg,IMPALA,Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-18-25-55.jpg,WATERBUCK,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-20-11.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/2nd-deployment/2021-07-01-06-52-16.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/12th-deployment/2021-10-02-17-17-37.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-15-02-42.jpg,IMPALA,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-17-38-24.jpg,BUSHBUCK,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-18-13.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-06-52-39.jpg,CAN'T TELL,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-24-38.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-17-06-29-34.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-05-00.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/16th-deployment/2021-10-23-18-13-11.jpg,ZEBRA,Kisumu,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-45-37.jpg,WARTHOG,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-30-53.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-14-06-04-13.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-18-06-15-52.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-34-32.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-41-31.jpg,WARTHOG,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/3rd-deployment/2021-07-09-09-09-05.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/28th-deployment/2021-12-25-17-09-29.jpg,WATERBUCK,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-15-03-34.jpg,IMPALA,Eldoret,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-18-29-37.jpg,IMPALA,Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-38-00.jpg,BUSHBUCK,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/5th-deployment/2021-08-08-10-31-26.jpg,MONKEY,Eldoret,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-36-44.jpg,WARTHOG,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-36-20.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-47-20.jpg,IMPALA,Kisumu,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-23-29.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-17-41-53.jpg,BUSHBUCK,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-18-12-17.jpg,IMPALA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-40-22.jpg,IMPALA,Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-24-25.jpg,IMPALA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-10-38.jpg,WARTHOG,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/11th-deployment/2021-09-29-13-51-48.jpg,MONKEY,Kisumu,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-03-05.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-37-20.jpg,WARTHOG,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-28-33.jpg,"IMPALA, ZEBRA",Kisumu,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/1st-deployment/2021-06-25-15-18-30.jpg,"IMPALA, WARTHOG",Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-47-49.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-17-42-13.jpg,BUSHBUCK,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/5th-deployment/2021-08-08-10-26-24.jpg,MONKEY,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-14-03.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-45-11.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-00-49.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-17-54-00.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-32-07.jpg,IMPALA,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-43-40.jpg,WARTHOG,Eldoret,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-25-48.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-03-55.jpg,"IMPALA, WARTHOG",Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-37-31.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-29-32.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-16-18-10-17.jpg,ZEBRA,Kisumu,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-58-43.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-31-15.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-33-15.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-04-04.jpg,"IMPALA, WARTHOG",Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-36-00.jpg,BUSHBUCK,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-20-40.jpg,IMPALA,Kisumu,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-37-03.jpg,IMPALA,Kisumu,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-17-36-57.jpg,BUSHBUCK,Kisumu,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-33-47.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-08-58.jpg,IMPALA,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-15-18-13-51.jpg,ZEBRA,Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-25-09.jpg,IMPALA,Kisumu,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/12th-deployment/2021-10-02-17-17-16.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/16th-deployment/2021-10-23-18-13-16.jpg,ZEBRA,Eldoret,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/OpenMV_images/snapshot_2019108373144176.jpg,ZEBRA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/10th-deployment/2021-09-22-15-05-20.jpg,MONKEY,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-35-02.jpg,WARTHOG,Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-36-21.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-39-29.jpg,WARTHOG,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-35-34.jpg,IMPALA,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-03-58.jpg,IMPALA,Kisumu,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-18-13-04.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/15th-deployment/2021-10-23-10-14-39.jpg,WARTHOG,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-56-05.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-18-27-47.jpg,WATERBUCK,Eldoret,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-31-31.jpg,"IMPALA, ZEBRA",Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-38-15.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-26-47.jpg,IMPALA,Eldoret,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-11-58.jpg,WARTHOG,Nakuru,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-44-09.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/15th-deployment/2021-10-21-17-46-24.jpg,WARTHOG,Eldoret,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-42-50.jpg,WARTHOG,Mombasa,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-06-52-59.jpg,CAN'T TELL,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-26-50.jpg,WARTHOG,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-18-06-21.jpg,IMPALA,Kisumu,Station_C
