row_id,image_filename,image_filepath
149,0c89ca3bb811f418c54ced12ba79dbea.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c89ca3bb811f418c54ced12ba79dbea.jpg
150,0b5d98dc15beff56ea08897d5d21d0b0.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b5d98dc15beff56ea08897d5d21d0b0.png
151,0b05bc867cb47ea8b827e7effe7e08e5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b05bc867cb47ea8b827e7effe7e08e5.jpg
152,0ce9687cccfdc0abd8eae100bc354326.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ce9687cccfdc0abd8eae100bc354326.png
153,0c40c902d12029635fb05ef55769fad4.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c40c902d12029635fb05ef55769fad4.jpg
154,0c0fbc00f99235ec607b16e17f10979f.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c0fbc00f99235ec607b16e17f10979f.jpg
155,0d4a9de9497f50ca68f84fa967b41fb2.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
156,0e588abf26b1fba7d94e502ad20fd5f4.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e588abf26b1fba7d94e502ad20fd5f4.jpg
157,0a5476cae1df80dbf9edce2935f934b2.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a5476cae1df80dbf9edce2935f934b2.jpg
158,0e919d605b0ca87313cf90c3a6ecbec3.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e919d605b0ca87313cf90c3a6ecbec3.jpg
159,0c9c4cb1548b3729d791e3ccb356ad6d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c9c4cb1548b3729d791e3ccb356ad6d.jpg
160,0d8c8085d56ca1486b62046cc9fd1a5f.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d8c8085d56ca1486b62046cc9fd1a5f.jpg
161,0d77a58c0f020a5d90d6cf4f1504cfed.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d77a58c0f020a5d90d6cf4f1504cfed.jpg
162,0bc2d39861a25d74b8b734246304726d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bc2d39861a25d74b8b734246304726d.jpg
163,0d35dc269afdc44911573d3c4d337b4d.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d35dc269afdc44911573d3c4d337b4d.png
164,0aaac3d9dc711c855728f53ed422f61a.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0aaac3d9dc711c855728f53ed422f61a.jpg
165,0d8b82c37d0589c35d023de04cef5d40.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d8b82c37d0589c35d023de04cef5d40.jpg
166,0b04d5047d0e16ed22221d25debd7e96.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b04d5047d0e16ed22221d25debd7e96.jpg
167,0ba08dd0f80f22a51f5aff1b1e65cbf1.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ba08dd0f80f22a51f5aff1b1e65cbf1.png
168,0adbb59deeca4ec27f86f873f700fd17.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0adbb59deeca4ec27f86f873f700fd17.jpg
169,0af2f9f296da9a1b0c86ac784f629394.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0af2f9f296da9a1b0c86ac784f629394.png
170,0a9c9d97cff7ed0b8473b55d126c24dd.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a9c9d97cff7ed0b8473b55d126c24dd.jpg
171,0a408d1fa77bd80284d7056dc79a8721.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a408d1fa77bd80284d7056dc79a8721.jpg
172,0b4b3fa98627daa78c49b8b6655c5df7.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
173,0c21c34914735826da603a2cfc57eb43.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c21c34914735826da603a2cfc57eb43.jpg
174,0b256915936f8a7be8fbd9292104763b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b256915936f8a7be8fbd9292104763b.jpg
175,0d9f69db877e52ae3e265c9ca9e47c78.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
176,0e5cfca2c01a6c0ca4c7765af4e4a460.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e5cfca2c01a6c0ca4c7765af4e4a460.png
177,0c19dc5b96f5a044f0490568b2808f97.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c19dc5b96f5a044f0490568b2808f97.png
178,0a3833c734bc95406f7fe5ecf0657b51.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a3833c734bc95406f7fe5ecf0657b51.jpg
179,0b896bf6648d7daabfed0f5ea523139a.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b896bf6648d7daabfed0f5ea523139a.jpg
180,0e623e02e1d4528ef592ad1a8e5b170b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e623e02e1d4528ef592ad1a8e5b170b.jpg
181,0c916c4ffe72838c1f3e4adc68c42015.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c916c4ffe72838c1f3e4adc68c42015.jpg
182,0c141eb84b21daae6c6062bda51fd80d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c141eb84b21daae6c6062bda51fd80d.jpg
183,0b8133283ccdd397b56b2b692e6bb7b1.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b8133283ccdd397b56b2b692e6bb7b1.jpg
184,0ac83693b42f451f27c992a887c38887.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ac83693b42f451f27c992a887c38887.jpg
185,0b363eff1a64d465db59c595bf5d8ec3.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b363eff1a64d465db59c595bf5d8ec3.jpg
186,0c920b6a28b36ea17e0d6b0b60a2b157.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c920b6a28b36ea17e0d6b0b60a2b157.jpg
187,0a13134ca556ed97736997d990db5d1b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a13134ca556ed97736997d990db5d1b.jpg
188,0c6a40f9d9c154f68a23c900b553e570.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c6a40f9d9c154f68a23c900b553e570.jpg
189,0df5cc80bcd2a27b91224d658ad3a7b5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
190,0b8eb87912d45fb2930f48928d425f5e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b8eb87912d45fb2930f48928d425f5e.jpg
191,0c8eb9cd33e9447edabf369bf0609f04.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c8eb9cd33e9447edabf369bf0609f04.jpg
192,0a8323480f0ef71d2096efacd8ca1742.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a8323480f0ef71d2096efacd8ca1742.jpg
193,0c786f46b32e1008b1ae739bdbf5fe4e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
194,0b57c87c2643a49d590325127d9812a8.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b57c87c2643a49d590325127d9812a8.jpg
195,0ac88631a85503221a085e55bba155a1.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ac88631a85503221a085e55bba155a1.png
196,0debf0ad932954065786ddb5232f2fde.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0debf0ad932954065786ddb5232f2fde.jpg
197,0dc6c2220fce62e04aefd8e524df33b2.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dc6c2220fce62e04aefd8e524df33b2.jpg
198,0dde99d6fe200f8bb63a52f8ab6e55f9.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dde99d6fe200f8bb63a52f8ab6e55f9.png
199,00b1abb7862c2512fa995d4d641659eb.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00b1abb7862c2512fa995d4d641659eb.jpg
